t_s,current_uA,voltage_uV,batt_temp_deciC,status,cpu_freqs_kHz
600702.03,-58000,3970000,260,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:725000:725000
600705.64,-10000,3970000,260,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:800000:800000
600708.25,-9000,3970000,260,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:725000:725000
600710.86,-13000,3970000,260,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:800000:800000
600713.73,-8000,3970000,260,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:1000000:1000000
600716.22,-9000,3970000,260,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:725000:725000
600718.73,-89000,3970000,260,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:725000:725000
600721.14,-10000,3970000,260,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:725000:725000
600723.62,-135000,3970000,260,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:725000:725000
600726.15,-60000,3970000,260,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:725000:725000
600729.77,-8000,3970000,260,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:725000:725000
600731.26,-128000,3970000,260,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:725000:725000
600733.11,-146000,3970000,260,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:725000:725000
600734.14,-196000,3970000,260,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:725000:725000
600735.18,-181000,3970000,260,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:725000:725000
600737.47,-21000,3970000,260,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:725000:725000
600741.27,-14000,3970000,260,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:1000000:1000000
600742.92,-82000,3970000,260,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:725000:725000
600745.16,-8000,3970000,260,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:725000:725000
600748.44,-124000,3970000,260,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:900000:900000
600751.14,-16000,3970000,260,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:725000:725000
600753.02,-228000,3970000,260,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:725000:725000
600755.61,-39000,3970000,260,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:1500000:1500000
600758.28,-89000,3970000,260,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:725000:725000
600761.34,-82000,3970000,260,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:900000:900000
600764.21,-9000,3970000,260,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:725000:725000
600766.93,-13000,3970000,260,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:725000:725000
